"Id","AvgSteps","AvgSleepMinutes","AvgSedentaryMinutes","AvgSleepEfficiency"
1503960366,11640.5263157895,360.28,809.842105263158,0.936385309620229
1644430081,9274.8,294,1034.2,0.882040387600486
1844505072,3640.58333333333,652,1035.33333333333,0.678459937565036
1927972279,2180.83333333333,417,952.916666666667,0.947008102905974
2026352035,3392.75,506.178571428571,659.166666666667,0.941341381795091
2320127002,3138.41666666667,61,1249.25,0.884057971014493
2347167796,9800.06666666667,446.8,683.866666666667,0.910370366940799
3977333714,8663.91666666667,293.642857142857,708.75,0.633669078378838
4020332650,5776.59375,349.375,1083.21875,0.930357582738879
4319703577,7820.58333333333,476.653846153846,780.083333333333,0.947497488675965
4388161847,0,400.173913043478,1384.25,0.947235825496246
4445114986,4293.06666666667,385.178571428571,861.4,0.925388873788124
4558609924,5785.25,127.6,1085.33333333333,0.90712765543333
4702921684,7943.4,417.481481481481,726.733333333333,0.952470576801809
5553957443,8354.75,463.483870967742,607.75,0.915207264037742
5577150313,8608.18181818182,432,665.818181818182,0.939211495830844
6117666160,8248.6,478.777777777778,864.1,0.94019783807654
6775888955,5559,349.666666666667,1017.88888888889,0.942028004835887
6962181067,12639.7142857143,448,606.285714285714,0.961487248401899
7007744171,12260.3333333333,68.5,1000.66666666667,0.957117153138744
7086361926,6103.91666666667,453.125,888.833333333333,0.971314998888626
8053475328,14844.3636363636,297,1114.45454545455,0.984887909800845
8378563200,8135.25,445.129032258065,684.166666666667,0.917508350373639
8792009665,3094.91666666667,435.666666666667,893.583333333333,0.960392459176925
